methodA,methodB,isGolden,modelProbability,answerValue,answerer,image,crop,base_url,comparison_id
bpg_med_3_v2,minnen_mse_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[457, 36, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QXzxI5kJWzODmXYug
minnen_mse_high,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[457, 36, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QY0ZPn1qgPjtVWmJH
bpg_med_2_v2,minnen_mse_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[457, 36, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QY1rtgbJd82Iz7Lf4
minnen_mse_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYIdtYt3-LpECWiEk
ours_gan_med,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYKbQMXNjDHY20IZG
minnen_mse_low,ours_lpips_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYMS-NXWWQmR6jcqj
bpg_med_3_v2,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYOTOPaYVdExmTP96
bpg_med_3_v2,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYQrd3RuoANIL3RSL
minnen_mse_med,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYSRt7Lf_8x4wGr8c
bpg_med_3_v2,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYU0SKhCjG_1SbvUO
ours_gan_high,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYVA78fDB5hFyB5ru
bpg_med_3_v2,ours_gan_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYW_P0NmQeUOefHY_
minnen_mse_med,ours_gan_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYZmi6KmkjtZ9QCNo
bpg_med_2_v2,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYb6oCiToFv_IZU8c
bpg_med_2_v2,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYc_V7rA52w05R2vr
bpg_med_2_v2,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYdazPba00JGhIBMQ
bpg_med_2_v2,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYexEaBipJLMLvr_H
ours_gan_low,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYg6SWDEGHYkzgUXv
ours_gan_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYhs5EZwYhAqgtLVI
bpg_med_2_v2,minnen_mse_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYiwE0HIgnFpEgY_R
minnen_mse_high,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYjcrItpJSUoxae-E
minnen_mse_high,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,f063e002f01557d388b650360f30d7db.png,"[92, 204, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYkzHE2n1kM0dse1B
minnen_mse_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[6, 733, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYoWbuxVTj_6oM7nC
ours_gan_med,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[6, 733, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYqPKvhaPgFPfo8C3
minnen_mse_low,ours_lpips_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[6, 733, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYr0-Lun-9xDLx24V
bpg_med_3_v2,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[6, 733, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QYrvG3CwDmNZvEsaI
minnen_mse_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ1shQmNBv_7rRo4-
minnen_mse_low,minnen_mse_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ2y3zi4U5QLADpSj
minnen_mse_med,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ3XZFYUpv7H7d2lF
minnen_mse_low,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ4UEAldL69JdS2UT
ours_gan_high,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ6Wrgcfw1UkKl-z7
minnen_mse_high,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ80FS1qCcHHREWlm
minnen_mse_high,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ8e9OXEDq7e3URs3
minnen_mse_high,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZ9nKDLakq4cvxePI
bpg_med_2_v2,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZBf8d6S_ifM_FFna
bpg_med_2_v2,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZCjS5qvMuUkmQiv0
bpg_med_2_v2,minnen_mse_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZEFBcgQVb7LuFhuF
bpg_med_3_v2,minnen_mse_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZGQXMS_8EtG5-Zed
bpg_med_3_v2,minnen_mse_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZHOVtPKcHsTv5Eh4
bpg_med_3_v2,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d542411baac09dfc9e75b9c1b0532d94.png,"[154, 1001, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZID2epLE4h0TBRHh
minnen_mse_low,ours_gan_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZs6Gdtr1RPijkuiu
ours_gan_low,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZtlae7v7GGMbvann
minnen_mse_low,ours_lpips_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZuC1B1364klh3Far
ours_gan_med,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZvQ9Orc95XNLW16V
ours_gan_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZxVwBDj-bjuF9ueX
minnen_mse_med,ours_gan_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QZyCdVF8gy4412N3Z
minnen_mse_med,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_1j-jhwgGRJjHSDj
minnen_mse_med,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_2ZpslZxVb2ZCVhs
ours_gan_high,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_3XS8Rs7OTZr9J13
minnen_mse_high,ours_gan_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_8cUWdJhXZAGEidc
minnen_mse_high,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_9kYuj6g5pZGSugx
minnen_mse_high,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_AG5PiC7E5LRwJ2u
bpg_med_2_v2,minnen_mse_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_CGbPXncJ6hO2Onl
bpg_med_2_v2,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_EGUeWQURSChkfhu
bpg_med_2_v2,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_F_oqDmJ8KwApMKk
bpg_med_3_v2,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_HEXqDjoYWzSRKGD
bpg_med_2_v2,bpg_med_3_v2,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_ILAj5Q67wTxtR4i
bpg_med_3_v2,ours_gan_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,0ae784e3c3fad9064cda2753c0782305.png,"[116, 899, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Q_LRZ7mhzHmCRF8lT
minnen_mse_low,ours_gan_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qc5sv__INvpt_poqX
ours_gan_low,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qc7qaqpO5PYh932um
minnen_mse_low,ours_lpips_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qc8ePc7YbEa_rcfM-
ours_gan_med,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcBjzv53OfU9NJrC1
ours_gan_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcEr4i1FzBFD1fDx9
minnen_mse_med,ours_gan_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcG-0pHp60GBeKUwP
minnen_mse_med,ours_lpips_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcGWK-NqO85_L41Rl
minnen_mse_low,minnen_mse_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcH-JDrlUH7P91TEG
ours_gan_high,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcJ7UhZm8utu4YTK-
ours_gan_high,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcM531dzi1rIJdeKW
minnen_mse_high,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcOYDvL2AukEepozv
minnen_mse_high,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcQBEluHjcVeT66V7
minnen_mse_high,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcSM3QYy_K3WdsfxO
bpg_med_2_v2,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcUpNVUCaFX4WKONO
bpg_med_2_v2,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcWc_9dfEU9UqxOJO
bpg_med_2_v2,ours_gan_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcYWsnk9xzvceR77U
bpg_med_3_v2,minnen_mse_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcasMmw_YpQ1kT3Ay
bpg_med_3_v2,ours_gan_high,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcbggiCrQZCzw7fH0
bpg_med_2_v2,bpg_med_3_v2,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,d96927c83af87ff3afdc8c09c77d716c.png,"[370, 11, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qcd1_nJio-35zp5R-
minnen_mse_low,ours_gan_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qcpw5UKYMWZAHr9Jk
ours_gan_low,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QcwUxntogHcflQxoj
minnen_mse_low,ours_lpips_low,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qcyyf9fKTpSZ1me2Q
ours_gan_med,ours_lpips_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qd0at2KZNPbqcpnwU
ours_gan_low,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qd1x6wHqcFlugdVhg
minnen_mse_med,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qd3LH4Y2dlptXuprH
minnen_mse_med,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Qd4KzAVusPwdbIbpZ
ours_gan_high,ours_gan_low,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdAvQDGSwk27tO1m4
ours_gan_high,ours_gan_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdD2BYBwkFmbNN_8q
minnen_mse_high,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdGZLX_4RfXNT_W2_
minnen_mse_high,ours_gan_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdIB0OZq3HYkpev2u
minnen_mse_high,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdKbJzXECSgx3JByY
bpg_med_2_v2,minnen_mse_med,0,0,A,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdMSBgyRKk5A9ToRg
bpg_med_2_v2,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdNDfIZaSe9VLEdKT
bpg_med_2_v2,minnen_mse_high,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdQqoDtzAYaXkgovT
bpg_med_2_v2,bpg_med_3_v2,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdSlHS31Rf5DmfpFP
bpg_med_3_v2,ours_gan_med,0,0,B,xWvrpwdtXecUZHmiR2YNv5kuT2G3,e0256b47ba201d02f3628a28b9e25458.png,"[410, 1125, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8QdX5ooqMn5QeQ3r6G
