methodA,methodB,isGolden,modelProbability,answerValue,answerer,image,crop,base_url,comparison_id
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I0QbHJFRYSy3U-xPR
bpg_med_3_v2,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I0WXnhJVljvNyFy2z
minnen_mse_med,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I0cclmy57WHjIjQeg
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I0tNkrgNqpyOYn40w
minnen_mse_med,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I0zBPxTn5VCZDH3nV
ours_gan_high,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I163ZEVQ5PnrmmBRe
bpg_med_2_v2,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1FGxUHo4-hbCvRqJ
bpg_med_2_v2,bpg_med_3_v2,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1dSIrWQ67HKMXtgv
minnen_mse_med,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1imP-y7EX6W9doKb
ours_gan_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1mMcgOIVf9-IgHxs
ours_gan_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1n8F4UvtA83_yLSv
minnen_mse_low,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1rZ1xDLr7WD7_jf-
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1wNcpP9IBaW-9Z8V
minnen_mse_low,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I1y96IIKN35PM_RQ3
minnen_mse_high,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I21aa4t49AygzItOx
bpg_med_3_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2Ct0w4PCFO0r601V
bpg_med_2_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,25bf4453f783b8649e24ecc4c8cf124c.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2FKNE48NFSQdZbxE
minnen_mse_low,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[377, 184, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2JACk7CYS8whGTzR
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2YRY6mFr7QwHYxuC
bpg_med_3_v2,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2aQUE2U8EPdBbSUp
bpg_med_3_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2bGNLSLXNFX9scxd
minnen_mse_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2g1r6zBypOrA8xMJ
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2kK00BgMG9nXdZ9l
ours_gan_high,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2pSkFw8jIvcaCY_z
bpg_med_3_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2qqeYlxO2RQb-IrF
bpg_med_2_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2xOd0Oq00nCu75fA
bpg_med_2_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I2ykStzOx1RCpRPqU
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I300n_-GaB3_i4MJC
minnen_mse_med,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I33tiN7TyoBxMOons
bpg_med_3_v2,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I35Z5LoPzx3d7Tl-H
ours_gan_high,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3Dw5weIhJkT2LNOB
bpg_med_2_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3ILWEFQmH9bhn4CA
minnen_mse_high,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3JMSRYvQ3sza85iN
bpg_med_3_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,2145f7acfa352c3dfaf5e53e19675922.png,"[12, 497, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3WA_OZ-qyqqF0hhx
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3eQUzbNsRD4dF6kg
bpg_med_3_v2,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3iCpGAD0hEgZxkXX
minnen_mse_med,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3kq_zmRE6YFm8cf3
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3vpV__0G2P0T323v
minnen_mse_med,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3xezMGl2_z4LDkPj
ours_gan_high,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I3zt9dTZd9o1PEFVn
bpg_med_2_v2,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I45M-mcUZVV1A1mgh
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4C5WFxYx5uv9wJzO
bpg_med_2_v2,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4FuNyWmt6KYz_w9v
bpg_med_2_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4IUXLZU3FIrHHxU9
ours_gan_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4KI9itQyBGV36asX
ours_gan_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4KyVBvlYJzJVxrmT
minnen_mse_low,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4SgDr6onLxLHmy0S
minnen_mse_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4U2lRx_k0aDoWOm9
minnen_mse_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4ZONQADcSa8oj6GV
minnen_mse_high,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4bZNRkipl5s4R0rM
minnen_mse_high,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4dQok5hQiZgk1_4C
minnen_mse_high,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,1c55a04d89db0050a78e50fe10385da2.png,"[763, 298, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4jW-ysEOXk167KQ4
ours_gan_low,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4paUIuyt6hI0fLBP
ours_gan_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4sbKCj6-_g95n0n4
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I4tZnBPXWIyp6FML2
bpg_med_3_v2,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I51eTc52dwObOmlxo
bpg_med_3_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I59ft0Jkcu3tcAd1A
minnen_mse_med,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I5JK53gXTn4th-Ymk
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I5MnGvQ1eFecdzgaY
ours_gan_high,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I5hX4DRl2lCJ1h7Xq
bpg_med_3_v2,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I5n95y_neekwYpYn0
minnen_mse_med,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I5rN0Z8UYJZ5CF3v4
bpg_med_2_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I5xCUvw9N-RlaZNLF
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6364dNwvkMO6_JWV
bpg_med_2_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I64lmK8F7V2bmcIM7
minnen_mse_low,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I68TWTgJUcOrKWwgk
minnen_mse_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I692-NteljfA3rOKY
minnen_mse_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I69zfCB6HrUYkY2MH
minnen_mse_high,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6F30SOqoyhA57q0s
minnen_mse_high,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6Fpbt8Y1mdoVWjjl
bpg_med_2_v2,minnen_mse_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,8ba19447ea8e56002881d89c34d58d92.png,"[175, 923, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6Ia2IABeeNHPx3Qv
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6Rl0wW3IeNaoWedK
bpg_med_3_v2,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6WgF8kPoL0R7ZKMN
minnen_mse_med,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6_3J_WmwaJNJrcLJ
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6aVz7izWSTIhAF-4
minnen_mse_med,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6lhsqlpHum-VhEzA
bpg_med_3_v2,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I6xagMmLtOwDm1V10
bpg_med_2_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8I76hIj7W-aP3kp_QQ
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IICabH4yTYE4HSG7t
bpg_med_2_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIEOm4FxyBq14XLT3
bpg_med_2_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIK4L9IEP7e9huaOP
ours_gan_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIN_eiCM7i4HTmTH1
ours_gan_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIUSYnI9KmqmasK4p
minnen_mse_low,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8II_axNcWpFgASC2pp
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIcj0nDsh7FMtsaSf
minnen_mse_low,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIgjVN-9ZblfmpV2V
minnen_mse_high,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIoaC4_IvAIjvrJy1
minnen_mse_high,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IIuoUgJZZtgZwNLv4
bpg_med_2_v2,minnen_mse_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a09cef33f4eff919ad347fbdb9ea2650.png,"[652, 1101, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJ2iTywVb7Jm4-FUm
minnen_mse_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJLDILmAgnP6UwHhM
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJMwrXCtcAsbPVTfM
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJRR1Fd4yGAKRBZNf
bpg_med_3_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJUTH-QdCIYMBJi_M
bpg_med_3_v2,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJYoH1mTpt_UrdGZJ
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJcke7HEhVrbkeSW7
minnen_mse_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJeVihqurBfMMtS-a
minnen_mse_med,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJjNIDpQ7xru68bvW
